113700,0.6308117988868767
145300,0.6304799406451811
180750,0.6290397510420309
219875,0.6304488016244403
259225,0.6308769971966198


17450,0.6320789654127472
29750,0.725463650411168
45300,0.6306139925289599
62550,0.6322928148902173
82550,0.630765056678298
105300,0.6304855888633901
130800,0.630542279029099

69800,0.6316529637655497
119000,0.6309848213642094
181200,0.6348842581372728
256400,0.6305536066630636
344600,0.63055941331362
445800,0.6306291436340806
560000,0.6305059214400326


2664,0.6223011088376209
4424,0.6211142756791741
6080,0.6210555899106276
8024,0.6210573549206317
10256,0.6210551782707865
12776,0.6210567455754925
14764,0.6210640846440683
17450,0.6320789654127472
29750,0.6307317238495764
45300,0.6305693806434546
62550,0.6322928148902173
82550,0.6305169469199102
105300,0.6304812527398682
130800,0.6304798308013981
