,n_samples,integral
0,1.0,1.0277723089908561
1,1001.0,0.6301001848659875
2,2001.0,0.6342719236848418
3,3001.0,0.6339642862842967
4,4001.0,0.6360583068165347
5,5001.0,0.6350123782562859
6,6001.0,0.6333947650875904
7,7001.0,0.6311148385414228
8,8001.0,0.6304267853519154
9,9001.0,0.6306787820782095
10,10001.0,0.6311489325928186
11,11001.0,0.6316085456166686
12,12001.0,0.6308878936693493
13,13001.0,0.6310530193593412
14,14001.0,0.6310439710378549
15,15001.0,0.6315681111447977
16,16001.0,0.6321483205734597
17,17001.0,0.63148945136858
18,18001.0,0.6304236061921793
19,19001.0,0.6292007276688094
20,20001.0,0.6291709601363495
21,21001.0,0.6287392640143762
22,22001.0,0.6282633113973468
23,23001.0,0.6288269722122448
24,24001.0,0.6293865772747866
25,25001.0,0.6294373468993476
26,26001.0,0.6298326534648696
27,27001.0,0.6298226931095839
28,28001.0,0.6299243111673858
29,29001.0,0.6296499287573253
30,30001.0,0.6292371774903268
31,31001.0,0.6290519468056186
32,32001.0,0.6290490602523203
33,33001.0,0.6295823649639875
34,34001.0,0.6298611349124128
35,35001.0,0.6297898185916766
36,36001.0,0.629630440937411
37,37001.0,0.6302624499934627
38,38001.0,0.6304741287862522
39,39001.0,0.6305557155928934
40,40001.0,0.6303526777970218
41,41001.0,0.6305080124425737
42,42001.0,0.6307869124838401
43,43001.0,0.6309000414624107
44,44001.0,0.6310326299033076
45,45001.0,0.6307605464150926
46,46001.0,0.6308635070826545
47,47001.0,0.6308691040841082
48,48001.0,0.6309498092757546
49,49001.0,0.6311858585470066
50,50001.0,0.631031986334441
51,51001.0,0.6310544588043725
52,52001.0,0.6311427140603527
53,53001.0,0.6314337195832026
54,54001.0,0.6313266981026683
55,55001.0,0.6312734741930076
56,56001.0,0.6310813358181269
57,57001.0,0.6309719900768153
58,58001.0,0.6310843142000283
59,59001.0,0.6311847977414428
60,60001.0,0.6310677606840206
61,61001.0,0.630856224856005
62,62001.0,0.6308003046827523
63,63001.0,0.6307784429972043
64,64001.0,0.6307598727056077
65,65001.0,0.6306423133166983
66,66001.0,0.630478868354055
67,67001.0,0.6306311800437263
68,68001.0,0.6306303801661373
69,69001.0,0.6304425291274356
70,70001.0,0.6304646236474957
71,71001.0,0.630497722669849
72,72001.0,0.6304400634930745
73,73001.0,0.6303879642864115
74,74001.0,0.6302504257244264
75,75001.0,0.6302525435827037
76,76001.0,0.6302980622681001
77,77001.0,0.6301591775999347
78,78001.0,0.6301457154985416
79,79001.0,0.6301085076805893
80,80001.0,0.6301109856973336
81,81001.0,0.630235871356272
82,82001.0,0.6299666461395311
83,83001.0,0.6302019454814194
84,84001.0,0.6301026271982826
85,85001.0,0.6300946810728552
86,86001.0,0.6302064544395353
87,87001.0,0.63012096127706
88,88001.0,0.6300679264990143
89,89001.0,0.6300766857129765
90,90001.0,0.629971568320366
91,91001.0,0.630029607407606
92,92001.0,0.6299186047115687
93,93001.0,0.6298029919929309
94,94001.0,0.6298856314658264
95,95001.0,0.6298161589664096
96,96001.0,0.6296398654440415
97,97001.0,0.6295882753152781
98,98001.0,0.6296671112727142
99,99001.0,0.629706998893599
100,100001.0,0.6298397912831312
101,101001.0,0.6298914294392483
102,102001.0,0.6299374728947816
103,103001.0,0.629889709330243
104,104001.0,0.6299546671316755
105,105001.0,0.6298921687547884
106,106001.0,0.6296534939395612
107,107001.0,0.6297877449366227
108,108001.0,0.6297573957416348
109,109001.0,0.6296437837274653
110,110001.0,0.6295924626758836
111,111001.0,0.6295532754699971
112,112001.0,0.6296685588010132
113,113001.0,0.6296761792443413
114,114001.0,0.6296962484487059
115,115001.0,0.6296644686301123
116,116001.0,0.6296618806167587
117,117001.0,0.6294908349471316
118,118001.0,0.6294230538840364
119,119001.0,0.6294510684799365
120,120001.0,0.6293855656114901
121,121001.0,0.6293017162538984
122,122001.0,0.6292336756399071
123,123001.0,0.6291946507538592
124,124001.0,0.6291867259399183
125,125001.0,0.6291966560639368
126,126001.0,0.6291628050270223
127,127001.0,0.6290347010916756
128,128001.0,0.6289041437008929
129,129001.0,0.6289493332598249
130,130001.0,0.6289333767224096
131,131001.0,0.628912858139007
132,132001.0,0.6288786634469237
133,133001.0,0.6288596252033014
134,134001.0,0.6288277311133594
135,135001.0,0.6287794250432602
136,136001.0,0.6288779234611904
137,137001.0,0.6287944239740815
138,138001.0,0.6288464874614921
139,139001.0,0.628888555264881
140,140001.0,0.6288957969054177
141,141001.0,0.628964922011523
142,142001.0,0.6289234283371731
143,143001.0,0.6290188582283851
144,144001.0,0.6290473937179792
145,145001.0,0.6291304465486716
146,146001.0,0.6292632807995834
147,147001.0,0.629391296061076
148,148001.0,0.629419662079745
149,149001.0,0.629466921411074
150,150001.0,0.6293935702418434
151,151001.0,0.6293348681572728
152,152001.0,0.629306304982146
153,153001.0,0.6292947047576093
154,154001.0,0.6293455655255494
155,155001.0,0.6293158642444675
156,156001.0,0.6294028204160133
157,157001.0,0.6293803119740166
158,158001.0,0.6293383312738715
159,159001.0,0.6294757538212644
160,160001.0,0.629454143001076
161,161001.0,0.6294155838895182
162,162001.0,0.6293973820681402
163,163001.0,0.6295099326725121
164,164001.0,0.6294904680074392
165,165001.0,0.629559536272046
166,166001.0,0.6296215100752456
167,167001.0,0.6297022816299124
168,168001.0,0.6296925992202492
169,169001.0,0.6296633810869295
170,170001.0,0.6296735191713032
171,171001.0,0.6297206840543477
172,172001.0,0.6296738166517972
173,173001.0,0.6296926525245351
174,174001.0,0.6296076291305045
